Entropy,Iteration,AveragePolicyStd,dLoss,AverageDiscountedReturn,AverageReturn,MaxReturn,StdReturn,NumTrajs,ExplainedVariance,MeanKLBefore,Perplexity,LossAfter,MeanKL,LossBefore,MinReturn
1.4189385332,0,1.0,0.0125751097486,-925.906019797,-997.874400441,-995.295926381,0.797011985403,594,1.61548552313e-11,0.0,4.13273135412,-0.0125750974639,0.00682797824562,1.2284675212e-08,-998.779444663
1.426289222,1,1.00737777143,0.0541267945129,-923.874931789,-997.870228167,-994.953005312,0.812325102417,579,0.917613316205,-4.08264059192e-09,4.16322170144,-0.0541268325982,0.00998865876704,-3.80853330246e-08,-998.801938118
1.44912055208,2,1.0306421132,0.0439717409535,-920.029508102,-997.741706921,-993.853215152,0.868621618251,553,0.879492553887,1.43694230438e-08,4.2593669761,-0.043971713554,0.00865816588026,2.73995345218e-08,-998.773317602
1.46648231967,3,1.04869211864,0.0553684692408,-917.479349205,-997.586989788,-992.820711711,0.993004679496,537,0.870378718889,3.75894189386e-09,4.33396279952,-0.0553684876652,0.00991039605169,-1.84243271716e-08,-998.738168624
1.47442797272,4,1.05705785397,0.0490196686594,-911.613990171,-997.533962487,-992.266180284,1.1562518333,503,0.861260920336,6.30052630207e-09,4.36853613623,-0.0490195984716,0.00858044367192,7.01878044853e-08,-998.77328965
1.4790592499,5,1.06196473568,0.0582009583499,-905.097238632,-997.300991208,-992.435402508,1.25672521988,470,0.834785178583,5.65980445844e-09,4.3888149601,-0.058200958035,0.00972546327052,3.14909836176e-10,-998.743916229
1.49062862321,6,1.07432234923,0.0493976559783,-895.77531583,-997.211179204,-990.915359564,1.48121361855,430,0.767130836927,-1.01619042209e-08,4.43988565709,-0.0493976643967,0.00855921379706,-8.41837381034e-09,-998.753601123
1.49043430461,7,1.0741136087,0.0408108899984,-885.470151792,-997.032436399,-991.663369366,1.47637490251,391,0.752668885221,-1.003465884e-08,4.43902298858,-0.0408108571264,0.00768255104896,3.28719767554e-08,-998.802392907
1.48611785545,8,1.06948724383,0.0391453276955,-872.576483224,-996.794001245,-989.155639223,1.79360473535,350,0.635921458239,-3.64910033301e-08,4.41990346542,-0.0391452138614,0.00922729542069,1.13834098985e-07,-999.957472189
1.48337152674,9,1.06655410983,0.0374429055829,-854.872388699,-996.78306479,-989.55203057,1.78622940553,306,0.665608380723,-3.10213676691e-08,4.40778161054,-0.0374429188724,0.00879035050981,-1.32894527284e-08,-998.711980201
1.48022049366,10,1.06319865191,0.0176658861722,-834.412537001,-996.670289654,-989.889710557,1.78262084091,264,0.510964039908,4.64983803475e-08,4.39391440439,-0.0176658688213,0.00466875255678,1.73509397994e-08,-999.998190209
1.47580672129,11,1.05851627614,0.0248076302784,-810.983825484,-995.931348754,-982.539632708,3.13936967306,232,0.503323454012,-5.04129234885e-09,4.37456340325,-0.02480759291,0.00643099948387,3.73684096352e-08,-999.999585972
1.47041929959,12,1.05282893639,0.0223982352953,-768.024894712,-995.774540143,-982.395017191,2.97597694758,185,0.290406549234,-1.1495214329e-08,4.35105915595,-0.0223982612053,0.00898184561447,-2.59100571792e-08,-999.999239033
1.4644789107,13,1.04659326258,0.0128154474536,-705.265674295,-965.390455308,15.4998179065,167.01456205,140,0.0949212930073,3.65160617091e-08,4.32528879127,-0.0128154149353,0.0089952641565,3.25183357034e-08,-999.996583248
1.45773208215,14,1.03955584409,0.00961934395429,-710.510095577,-968.438045753,9.54213956418,163.608781971,145,0.0866047218517,-7.17035999673e-08,4.29620503123,-0.0096193196096,0.0058452104047,2.43446953167e-08,-999.999697495
1.45114291905,15,1.03272855884,0.0160221598738,-670.881028912,-919.354979957,19.0750525441,265.609636454,132,-0.102059496618,2.06625499141e-08,4.2679896954,-0.0160221382616,0.00595615759832,2.16121821075e-08,-999.999585978
1.42938128001,16,1.01049746258,0.00251916523128,-550.505043019,-761.852693122,23.9162868936,425.167784495,103,0.20901470363,-3.46866043666e-08,4.17611454686,-0.00251917495649,0.00197532552055,-9.72520969564e-09,-999.999436893
1.42307470347,17,1.00414473602,0.0265203294708,-475.796933832,-665.360435645,33.8841037212,471.474344552,91,-69.760934378,4.50461639457e-08,4.14986043462,-0.0265203207591,0.00587002562736,8.71172437523e-09,-999.996762784
1.42899718209,18,1.01010940714,0.0124741686585,-577.715987712,-777.144622512,18.6448911262,414.44667335,110,-10.990987751,-1.39309717061e-09,4.17451081797,-0.0124741721621,0.00664558548649,-3.50358998523e-09,-999.999693573
1.3976016946,19,0.978889181366,0.0129135465052,-532.544410241,-720.714970267,19.9743698766,448.400464134,102,-28.3859164702,-1.60972266662e-08,4.04548601204,-0.0129135433274,0.00902558747333,3.17781219717e-09,-999.997611491
1.38978006392,20,0.971262536986,0.00588239716216,-513.464910201,-693.071573793,30.6836642853,460.89267418,99,-0.655186662648,-3.40368306699e-08,4.01396713969,-0.00588239981098,0.00494238218044,-2.64881479769e-09,-999.999436456
1.38375638126,21,0.965429545372,0.0125622458311,-501.345995868,-650.504947101,16.8835389713,477.016814716,101,-6.68237017195,7.80639140135e-09,3.98986095236,-0.0125622551457,0.00619339294395,-9.31464137597e-09,-999.996711059
1.36347581147,22,0.946047290014,0.0139945446547,-493.631216206,-659.286270201,26.5248841107,473.744344645,98,-97.6623297108,2.74941292441e-08,3.90975929793,-0.0139945424089,0.00851406840553,2.2458668664e-09,-999.999169787
1.36186368464,23,0.944523370504,0.0121079983817,-386.914603982,-500.46285671,33.7041432655,502.778416728,83,0.11015463899,9.53643351786e-09,3.90346134798,-0.0121080102134,0.00925707482634,-1.18317286445e-08,-999.999426372
1.36170158609,24,0.944370277037,0.0210974983725,-372.516997645,-509.558028951,43.9756172976,504.560492226,81,-301.094643808,-4.1735794265e-09,3.90282865381,-0.0210974981534,0.00788578714034,2.19074705723e-10,-999.999010674
1.39581218808,25,0.97713901922,0.00973407536069,-366.921889063,-528.276061867,46.4847299368,503.478266952,78,-21.112305401,-2.99054515249e-08,4.03825306207,-0.00973406997904,0.00288361713947,5.38164512396e-09,-999.99791586
1.38834899365,26,0.969873586127,0.0073842897887,-227.131155174,-312.817037904,35.7587272416,471.653239613,68,-4.7413683433,2.18868502003e-08,4.00822697892,-0.00738429366578,0.00609030486806,-3.87707537459e-09,-999.994708577
1.38389732017,27,0.965565621547,0.0112275829093,-208.582357366,-259.392254951,29.5030088446,447.881919473,67,-0.0738408195889,-5.68991467831e-09,3.99042331863,-0.0112275837664,0.00701660305982,-8.57116605021e-10,-999.992930129
1.36912417858,28,0.951406032233,0.0151128534921,-206.76606163,-270.596913482,38.9037947346,457.80137121,67,-34.112818407,2.33880454378e-08,3.93190553991,-0.0151128570554,0.00776544955681,-3.56333849468e-09,-999.995883728
1.37556125297,29,0.957550057199,0.00735406998081,-172.902027049,-255.733191752,41.1226594635,448.556791626,63,-7.62716328795,7.00226306799e-09,3.95729714453,-0.00735406997676,0.00401828833146,4.04258651963e-12,-999.996695877
1.36569926589,30,0.948153123284,0.0103742522362,-115.895116302,-166.243575371,40.9761980066,393.127131603,60,-7.60217985753,2.28053445017e-08,3.9184621411,-0.0103742545677,0.003031646534,-2.33149841994e-09,-999.998839232
1.37527474834,31,0.957275753974,0.0151136317632,-145.919579576,-228.991772887,40.3055535667,435.984814168,61,-9.38806628603,-2.18243373443e-08,3.95616352299,-0.0151136297178,0.00818465326684,2.04536146693e-09,-999.988064618
1.36013332828,32,0.942890421677,0.0228718543284,-84.7368383359,-113.489531682,51.5137528198,348.984448687,59,-12.8362651527,-1.65474145497e-08,3.89671280917,-0.0228718521134,0.00981801568695,2.21492609894e-09,-999.987099877
1.37301594837,33,0.955115899787,0.0222543977652,1.52842419996,7.52884745084,51.1108308179,138.624062921,54,-7.64971096958,1.31832269337e-08,3.94723742587,-0.0222543959387,0.00972872344904,1.82641035822e-09,-999.813041163
1.37415251582,34,0.95620207056,0.00797834149646,16.1202881644,25.9218392501,47.4109287713,7.94187803081,54,-1.85066713612,1.9748658292e-08,3.95172627788,-0.00797834034556,0.00708226269255,1.15090065399e-09,10.72418964
1.38077876418,35,0.962559141467,0.00377729946971,6.36987130158,9.83791345008,48.7095232505,138.221653482,54,-0.0141010833529,3.6675164225e-08,3.97799834414,-0.00377731241031,0.0093318694689,-1.29406033443e-08,-993.047018948
1.37985018714,36,0.96166574601,0.00846817002187,19.0305888091,30.1868171397,61.2456090094,9.23310134457,54,-54.1834772877,-8.12952807155e-09,3.97430618072,-0.00846817183098,0.00471497598592,-1.80910727718e-09,10.8219281772
1.37583463712,37,0.957811871997,0.010331215542,2.05442126723,-7.6043475274,47.8205517494,189.682245171,54,-0.00142442700898,3.06431766836e-08,3.95837915475,-0.010331213105,0.00809091106652,2.43697032355e-09,-973.856235194
1.37335146664,38,0.955436412388,0.0035950773602,19.7900251242,31.0030875902,53.6235321291,10.6894445902,54,-127.840831297,-7.40659737708e-09,3.94856201835,-0.00359507517227,0.00976693648384,2.18793262704e-09,12.7890576431
1.35506446733,39,0.938123133807,0.00513835256291,-21.9083412049,-44.569968308,46.5278995013,264.02322204,55,-0.51249335126,-2.06284803683e-08,3.87701088911,-0.00513832943057,0.00821938464945,2.31323339292e-08,-988.400172897
1.3519784741,40,0.935232554615,0.0119746044592,20.29468028,30.99058879,50.7007706134,8.7895285149,54,-457.961328309,1.38855161258e-08,3.86506490185,-0.011974607456,0.00716699727918,-2.99677539711e-09,11.9040314265
1.35409833564,41,0.937217221007,0.00875077754557,22.9223001942,35.4896096428,47.9098946454,8.60841787548,54,-1.5181133007,3.94890173339e-09,3.87326699488,-0.00875077250348,0.00855194796843,5.04209590343e-09,15.3778491397
1.34967200531,42,0.933077955634,0.0128670602827,22.5125654563,35.8298475389,57.060888406,8.9059376971,54,0.609695706373,-1.9917959268e-08,3.85616052309,-0.0128670800079,0.00925854407385,-1.97252550058e-08,20.9339223462
1.34442785456,43,0.92819756211,0.00998798557884,23.9803449761,38.76599652,63.8350352914,9.19775779406,54,0.660753438341,-1.48358155483e-08,3.83599116775,-0.00998799693514,0.006548710639,-1.13562998994e-08,21.3531226527
1.34138931407,44,0.925381476803,0.0135079212147,24.5344854171,39.5596265484,59.7655418496,8.46288416494,54,0.704328551739,-3.51989551395e-09,3.82435304371,-0.0135079060214,0.00738897363055,1.5193238475e-08,22.010266084
1.34009187742,45,0.924181631486,0.00917628750664,28.5201882894,45.8116771767,60.2695900639,8.75561408503,54,0.762135380131,2.52173593396e-08,3.81939440534,-0.0091762966885,0.00645737021306,-9.18185262801e-09,22.7611844212
1.32927154078,46,0.914235581959,0.0103272386893,29.4397472459,47.4325187598,63.428331523,7.75278885647,54,0.808687132432,-2.60438935695e-09,3.77829005461,-0.0103272202842,0.00957607373509,1.84051257021e-08,27.5701716744
1.32393944337,47,0.909373762146,0.00968474359597,31.1817572114,49.9779071744,68.2109111501,9.46605845978,54,0.765507354762,-9.68335643614e-09,3.75819745944,-0.00968472005021,0.00843182619958,2.3545760672e-08,33.0122655721
1.31393445356,48,0.900320849594,0.0123715359293,33.7069022265,53.8783545464,70.9968987611,7.91086965703,54,0.832666289036,-3.75173355716e-08,3.72078420389,-0.012371528669,0.00737957064937,7.26025888651e-09,42.1710700936
1.30504569485,49,0.892353576833,0.00847162398772,32.4135793436,53.7022242387,70.4888861102,9.64941362687,54,0.788234331622,1.35069762597e-08,3.68785760594,-0.00847161835266,0.00759189194902,5.63506755909e-09,34.8043198734
1.30131220146,50,0.889028192168,0.00887533172076,34.1343349185,55.6988907299,70.7387433978,6.10693703404,54,0.86884913121,-4.10735850886e-09,3.67411468447,-0.00887531518585,0.00960917310402,1.65349098044e-08,40.616745131
1.29968904032,51,0.887586326663,0.00429693360309,33.6410260009,54.7025697334,67.9073117888,8.97341871608,54,0.83652843654,4.02910530772e-08,3.66815584169,-0.00429690997849,0.00592195529631,2.36246023629e-08,26.5451383572
1.28699775113,52,0.876392891716,0.00968334471864,33.7027505775,55.3308296092,74.5850983932,7.52269410534,54,0.835214281057,-1.13801326695e-09,3.62189638212,-0.00968335978334,0.00791563052294,-1.50646976715e-08,39.793031609
1.27550396397,53,0.86637748607,0.00667796042604,35.7830734139,58.9576647847,70.3353043284,7.9032549068,54,0.865751506042,-9.35220023646e-09,3.58050540119,-0.00667790852666,0.00971400989223,5.18993807755e-08,43.0385978129
1.26883168592,54,0.860616017026,0.00729454208352,36.5871520048,59.9203821802,74.8482245028,7.62417115306,54,0.88695649099,1.57975635351e-08,3.55669479743,-0.007294528348,0.00860304965833,1.37355211272e-08,42.505906284
1.26450385227,55,0.856899462183,0.00949602340606,36.8377142254,60.0651348159,72.0156459392,6.15084511303,54,0.912846189924,-2.44817194572e-08,3.54133527469,-0.00949600825293,0.0068390769317,1.51531294209e-08,47.7601809402
1.25954470112,56,0.852660487775,0.00952400186147,37.9375463373,61.8907755866,76.5996230112,8.00478947872,54,0.881879054511,-3.25938186441e-08,3.52381673225,-0.00952402233527,0.00571185049872,-2.0473801971e-08,38.9387443325
1.25822077765,57,0.851532377475,0.00727390159158,36.9757881155,60.2296124057,75.9065250601,8.64888469542,54,0.860092031757,2.86322853205e-08,3.51915455544,-0.00727387519133,0.00615670337885,2.64002494278e-08,38.8331463843
1.25457497014,58,0.848433506719,0.0108177774904,38.5746661274,62.6975107188,77.2277269663,6.52060788093,54,0.922040515483,-1.47466344136e-08,3.5063477551,-0.0108177841152,0.00822997348164,-6.62484375926e-09,50.3533047827
1.24928425326,59,0.843956538865,0.0122667039695,38.9684354561,63.4134654152,76.5505728658,6.52772263076,54,0.92887434639,-6.33974989173e-09,3.48784564969,-0.0122666980953,0.00687384152969,5.8742303634e-09,53.2589055133
1.23374030067,60,0.830939548274,0.00763275598791,39.2561552817,63.6421650618,77.4742678173,6.12744573629,54,0.925318253157,-2.15691076111e-08,3.43404992453,-0.00763275607866,0.00613543471042,-9.07522198679e-11,47.772987601
1.22601950242,61,0.8245487345,0.00444104906692,40.1127707324,64.5654520187,74.0462143821,4.30243853253,54,0.95094037768,2.56234211626e-09,3.40763840807,-0.00444107652284,0.00564983453109,-2.74559224003e-08,55.1579446099
1.22165583147,62,0.820958514111,0.0068732678015,38.6874291609,62.7787634767,73.9660741071,6.40826086936,54,0.92419950745,-2.73112520377e-08,3.3928009917,-0.00687328413452,0.00727940752832,-1.63330145961e-08,51.8412509349
1.21370522751,63,0.814457276725,0.00734303844531,39.0782968107,63.2598829143,75.5617331797,6.06708941009,54,0.924350373957,2.42275732254e-08,3.36593312411,-0.00734304604732,0.00686114636686,-7.60201729532e-09,51.3967279961
1.20971474125,64,0.811213672233,0.00890520708733,39.9315191857,64.5037940234,75.167603394,4.91083424396,54,0.932222669327,1.64307082107e-08,3.35252817813,-0.00890521906541,0.00937079533194,-1.19780770938e-08,55.1495266867
1.20762607529,65,0.809521086086,0.0062489788281,38.9973787085,63.5560338678,75.2578494822,5.46529970107,54,0.935318877409,8.12790948435e-09,3.34553317429,-0.00624895932605,0.0076067098441,1.95020479864e-08,50.0908804646
1.20568795575,66,0.807953656882,0.00808886684212,38.9113521992,63.4602984033,72.14058921,5.3914849695,54,0.913201042946,3.24494237036e-09,3.33905541047,-0.00808883500176,0.00892890846327,3.18403638385e-08,40.7576843231
1.20552320852,67,0.807820559713,0.00886745384723,39.6761655712,65.1981147583,77.6573107689,8.1294745728,54,0.889209564036,4.33131949751e-09,3.33850535563,-0.00886742015212,0.00595538515967,3.36951133364e-08,39.4125588126
1.19267840757,68,0.797510621723,0.0104166910273,38.6681922734,63.2307148582,74.8082021635,5.73450064347,54,0.910694744768,2.48727515806e-08,3.29589715164,-0.0104167142815,0.00867524714577,-2.32541507545e-08,50.7911913245
1.16139234676,69,0.772945925863,0.00712911101748,40.3219846166,65.7196051585,78.6259992089,6.70390236426,54,0.914800149669,2.01385525478e-08,3.19437786285,-0.00712915029521,0.00711901505718,-3.92777343176e-08,46.7934113893
1.16092769875,70,0.772586861504,0.00936372351878,41.4176771172,66.7093709652,79.6414670753,6.1718278951,54,0.928250998616,4.23532966476e-08,3.19289394632,-0.00936373639774,0.00840515821112,-1.28789634029e-08,53.7807299228
1.15780450477,71,0.770177686987,0.004619286846,40.7088893385,65.9778316716,80.3681900048,6.96313542718,54,0.916258760102,-3.9152194764e-08,3.18293747526,-0.00461929629166,0.00715658175446,-9.44565789612e-09,52.1968215376
1.15160448923,72,0.7654173457,0.00980302344971,41.2126994752,65.7705054568,79.7692746339,7.41282265481,54,0.896047540404,-3.11350040194e-09,3.16326426356,-0.00980298777578,0.00759000916292,3.56739296173e-08,51.8266272462
1.14826376809,73,0.762864566236,0.0090501252994,41.8545926208,67.0942242513,81.5400601564,6.36441718745,54,0.924563689063,5.17364643349e-08,3.15271431183,-0.00905012415765,0.0086855547221,1.14174863755e-09,54.1191359803
1.14459867849,74,0.760073716723,0.00784300181071,41.8983665536,67.3291523417,79.2209659672,7.24209806538,54,0.901445868002,3.60710483704e-09,3.14118048055,-0.00784294193759,0.00691988882431,5.98731170511e-08,51.7028705366
1.14148525967,75,0.757710968931,0.00352897504313,41.1223446121,66.4114866878,77.3160902731,6.8026255861,54,0.913966092678,2.88522558067e-08,3.13141587866,-0.00352897988129,0.0088875384625,-4.83816109989e-09,51.4687709287
1.12810169234,76,0.747637651978,0.00416257614155,40.2611691441,65.2160047547,76.5310905404,5.92761472849,54,0.932532003906,-1.03356688763e-08,3.08978556585,-0.00416260698385,0.00591316294862,-3.08422990492e-08,54.0245924238
1.12460215463,77,0.745025838559,0.00488185906502,41.2225415635,66.8851488798,77.0832354386,5.73144932678,54,0.925286453443,-1.26304592896e-08,3.07899164264,-0.00488189284115,0.00806502666607,-3.37761289916e-08,51.5348604784
1.12339694871,78,0.744128469876,0.00350630588165,40.3914310267,65.4636982564,79.3203715512,6.89161360935,54,0.91344650632,-2.68326023622e-08,3.07528305895,-0.00350631633881,0.00701383720946,-1.04571565891e-08,50.0375669581
1.12168483509,79,0.74285552741,0.00835067889156,41.7277607345,67.8610560023,78.7126694665,7.38722700388,54,0.918666988252,9.29644172754e-09,3.07002232971,-0.00835070124165,0.00831331358991,-2.23500894457e-08,51.9487449474
1.11864833607,80,0.740603268548,0.00612579081516,42.8742990673,69.0507609725,80.509537463,6.83390705989,54,0.929240326277,4.66461730353e-09,3.06071434889,-0.00612582797533,0.00895307961181,-3.71601670665e-08,47.9946828812
1.11057995333,81,0.734651839409,0.00999982213465,41.3149705115,66.9365632028,78.2297183952,6.81737382457,54,0.918391378957,5.33377826906e-08,3.03611869109,-0.00999984159916,0.00571800645945,-1.94645189872e-08,51.9742749614
1.10999004616,82,0.734218590823,0.007096215557,40.8291739074,66.73322674,77.4981914296,7.43602663494,54,0.916915072442,-1.37136310085e-08,3.03432819107,-0.00709621888839,0.00787006295537,-3.33138590717e-09,50.6781531894
1.10674487128,83,0.731839785,0.00155295788023,43.7210793136,70.8133641231,82.4609519955,5.49913596134,54,0.946280233312,-1.33966802096e-08,3.02449722566,-0.00155298502104,0.00935933929035,-2.71408099409e-08,54.5726666152
1.10550831332,84,0.730935381976,0.0104306249569,43.4398056425,69.4650456198,81.0975880354,5.29032806171,54,0.94122643192,-1.08331088544e-09,3.02075957093,-0.0104306545469,0.00682748448917,-2.95899894968e-08,53.8777134938
1.10062061324,85,0.727371505725,0.00306742226608,42.6521478606,69.1303742913,82.5355352153,6.71273601308,54,0.92481979241,-2.71632655258e-09,3.0060310278,-0.00306745148804,0.00704478848182,-2.92219579271e-08,55.3653139969
1.09835608377,86,0.725726215125,0.00954324735044,42.8487097107,68.8667377759,81.2850565262,6.67281456445,54,0.920731791832,-3.48974133479e-08,2.99923148375,-0.00954330570826,0.00915236573191,-5.83578194326e-08,53.8270370721
1.09451411738,87,0.72294334866,0.00779378620866,42.2558477842,68.8343118123,80.1826429332,6.15979419269,54,0.934835436488,-2.45507908447e-09,2.98773064426,-0.00779374113812,0.0091245573581,4.50705375696e-08,53.1028166227
1.09187509193,88,0.721037998005,0.00484426838769,44.7079036825,71.9895734982,80.097431105,5.16256011633,54,0.960807604316,-2.46100184675e-09,2.97985634187,-0.00484423019752,0.00803209629942,3.81901734097e-08,57.8435472185
1.0891939558,89,0.719107386249,0.00800693557384,42.3779119015,68.8662665068,78.858892575,6.69701685048,54,0.93688844428,-1.8192552631e-08,2.97187764213,-0.00800694868603,0.00638004809349,-1.31121908599e-08,53.9508877832
1.08650787248,90,0.71717839577,0.0102818746646,42.4261290012,69.1082345517,77.3530882088,5.86277898527,54,0.947910686637,1.91356192003e-08,2.9639056427,-0.0102818521768,0.00826342307345,2.2487725194e-08,57.7523172403
1.0830407001,91,0.714696120367,0.00789713513608,44.3125175571,71.575858364,81.3521540654,5.25549404564,54,0.956186847692,-1.7228709237e-08,2.95364706531,-0.00789707278738,0.00662779888471,6.23486969207e-08,55.2647423051
1.0794450499,92,0.712130937635,0.00771844986818,43.602592832,70.3229245652,82.6107017268,5.53828052603,54,0.949885619665,3.08770580215e-08,2.94304585421,-0.00771846197854,0.00750740856011,-1.21103595358e-08,58.286447333
1.07577689065,93,0.709523513099,0.00693805547663,44.740961742,71.6050743941,82.9579074596,6.14921667606,54,0.948787059526,-4.37547502674e-08,2.93227006907,-0.00693809043913,0.00821455915723,-3.49624992115e-08,54.0424707346
1.06832881345,94,0.704258558431,0.00834159014863,42.3754839911,69.4604284978,80.3556381448,4.98993406336,54,0.953786795225,-3.40550804223e-09,2.91051142584,-0.00834158173409,0.0067993483829,8.41453439582e-09,56.6374738314
1.06528620495,95,0.702119031876,0.00768930740562,42.546128622,69.4201619542,82.6142639231,5.6563132632,54,0.94913233638,1.73886796073e-08,2.90166933736,-0.00768933520409,0.00702370337152,-2.77984649987e-08,56.4746861483
1.05459524764,96,0.69465268957,0.0160520574639,44.0874933346,71.390215396,80.4095270266,5.55332220139,54,0.956419646248,-2.39763209842e-08,2.87081295041,-0.0160520213917,0.00947419794695,3.60721873629e-08,54.3547646912
1.05334441437,97,0.693784338067,0.00807391235059,43.0529361635,69.81909322,81.7930023895,6.1497668401,54,0.941961489598,3.62453324576e-08,2.86722428693,-0.00807393436915,0.00885185537677,-2.20185572708e-08,55.0991872934
1.05044342651,98,0.691774594652,0.00356472146351,44.5250999333,71.6000347575,83.8547826842,5.25299463371,54,0.95013061169,1.38292196583e-08,2.85891855731,-0.00356475221381,0.00787592296766,-3.07502964798e-08,61.0496691922
