NumTrajs,LossAfter,Iteration,MinReturn,AverageDiscountedReturn,ExplainedVariance,LossBefore,AverageReturn,MeanKL,MaxKL,StdReturn,AveragePolicyStd,MaxReturn,Perplexity,Entropy
54,-0.011645373477763421,100,-1000.0,-7.98247696249,0.0040051090945,-0.010310810273811671,-17.8333333333,0.0003298726242615149,0.03821385221384344,134.915577169,1.0136585371,5.0,4.18917841866,1.43250463324
54,0.05390853302983275,101,-1000.0,-7.99139466563,-56.2328427763,0.05722347022245058,-17.6851851852,0.0014809009673483757,0.07725603409473639,134.937958868,1.01339518802,5.0,4.18809006765,1.4322447989
54,-0.015473574262470605,102,0.0,0.880677614661,-73362.5701052,-0.013450626232127526,1.42592592593,0.002025374902442848,0.09011031352528079,1.82169896131,1.01341727124,7.0,4.18818133167,1.43226658999
54,-0.009289346659022923,103,0.0,1.3518931828,-0.845159649243,-0.008249075498522877,2.0,0.003336637475659196,0.09225465807159194,2.53859103529,1.01337765052,9.0,4.18801758988,1.43222749307
54,-0.033683779429560926,104,-1000.0,-16.976050329,-0.00034981568027,-0.03239128563336968,-35.6851851852,0.0011791481647333752,0.03609776328234336,189.128393003,1.01330514805,8.0,4.18771795663,1.43215594514
54,-0.009518386206711317,105,-1000.0,-19.0859911576,-10.2858323225,-0.009277641104144299,-36.1666666667,0.0008510477804712094,0.028533578752377775,189.028681931,1.0130969248,6.0,4.1868574259,1.43195043484
54,-0.005872320920640995,106,0.0,0.55853964609,-578842.052996,-0.005463820196950906,0.981481481481,0.0009106637556583941,0.03162035603807983,1.63854882431,1.01286757161,9.0,4.18590957077,1.43172402101
54,-0.01570765921202809,107,0.0,0.833770929917,-0.0310730962281,-0.012496395406724403,1.38888888889,0.004013297499336039,0.08541697305964913,1.67128988405,1.01263585886,5.0,4.18495196421,1.43149522579
54,-0.01551050756390565,108,0.0,1.31756670483,0.0710235099383,-0.01546195241351265,2.05555555556,0.004446518864821961,0.08944605510430846,2.06753267399,1.01237072478,8.0,4.18385623629,1.43123336582
54,-0.004890131376680323,109,0.0,1.00370037763,0.0643332233275,-0.007068543808418082,1.48148148148,0.002968180866844574,0.08881527315785138,1.80268052202,1.01206219037,7.0,4.18258114647,1.43092855512
54,-0.006679743635430057,110,0.0,0.613772171263,-0.0496933058051,-0.004905931900929854,1.01851851852,0.001910700965603431,0.08625059906809736,1.29801473399,1.01175154697,4.0,4.18129734075,1.43062156698
55,0.020061283319855995,111,-1000.0,-27.1400009558,-0.000249551438461,0.019699861855509537,-34.7454545455,0.0007672041467751124,0.07374740272226377,187.519426211,1.01144858658,9.0,4.18004528685,1.43032208065
54,0.02960450328318494,112,0.0,0.363985856583,-1219.09892797,0.031241176823363335,0.5,0.0006196532082019308,0.06510759998359185,0.995359603732,1.01126488324,5.0,4.17928609029,1.43014044015
54,0.007975878258029381,113,-1000.0,-14.0273158627,-0.000231243818633,0.008060337830284963,-17.4814814815,0.0004602026638437335,0.03924121380970843,134.968410672,1.01124109142,6.0,4.17918776509,1.43011691308
54,0.007109934200766662,114,-1000.0,-13.2485659335,0.0141283157299,0.007525481100157477,-16.1666666667,0.00037370355968084873,0.0448138822048772,135.167488695,1.01125606319,10.0,4.1792496394,1.43013171832
55,-0.000330292226982159,115,-1000.0,-29.3468493395,-0.00512841227864,-0.0004479599143509411,-53.7090909091,0.00021069823437546185,0.040021400163608646,227.294816381,1.01130378655,4.0,4.17944686722,1.43017890936
54,0.01048355477566131,116,-1000.0,-13.6331501081,-2.8785684388,0.01126630775250591,-17.3888888889,0.0002223665006600422,0.021614666198321322,134.980577021,1.01134489161,5.0,4.17961674337,1.43021955414
54,-0.0011391843435909724,117,0.0,0.913767741456,-3820.00366874,-0.0009935963931914874,1.38888888889,0.00024241333666992604,0.018932617502674214,2.26418709692,1.01143361667,10.0,4.17998342022,1.43030728007
55,-0.052267559265259875,118,-999.0,-29.8094722331,-0.00862292454422,-0.05245810152156988,-35.0181818182,1.936478184832479e-05,0.0018332256396425325,187.269226799,1.01150926353,7.0,4.18029604839,1.430382069
54,-0.01337751849417933,119,0.0,0.474732376154,-543989.701114,-0.013321231271063771,0.740740740741,1.1639048590723254e-05,0.010090645942598373,1.54182654048,1.01133949083,7.0,4.17959442342,1.43021421394
54,-0.033681173558483934,120,-1000.0,-33.968816467,1.55130603395e-05,-0.033422780675398944,-73.1111111111,4.550473456636565e-06,0.0018633623496368164,262.029378242,1.01112607412,10.0,4.17871242949,1.43000316786
54,-0.010971072750370738,121,0.0,1.06731089674,-30431.4553208,-0.01060006644259011,1.68518518519,3.3643303335389276e-06,0.0010218608316992783,2.04417939774,1.01078486335,10.0,4.17730229702,1.4296656547
54,-0.04776884079253965,122,-1000.0,-6.12767003647,-0.0228313415739,-0.04762824425427649,-17.037037037,6.783164956879807e-06,0.0009006349278595296,135.031952729,1.01042904793,7.0,4.1758318075,1.42931357379
54,-0.01761684893507859,123,-1000.0,-21.2499944998,-77.1261976098,-0.017413827504855522,-54.6296296296,3.2675698196630648e-06,0.0012455314912464752,229.127758014,1.00990226383,5.0,4.17365475032,1.42879209089
54,0.0031241308583954013,124,0.0,0.901428817997,-103119.99104,0.0032180332244340876,1.40740740741,3.6058517400528743e-06,0.0017431935208930827,2.09513120352,1.00935016546,7.0,4.1713730761,1.42824525646
54,-0.01823633970562178,125,0.0,0.613415041024,-0.0502250712287,-0.017555623046053865,1.0,8.680694849196374e-05,0.0023569086262079427,1.4272480643,1.00886580499,6.0,4.16937134438,1.4277652677
55,-0.00589128411381845,126,-1000.0,-35.7107265774,0.000253921754651,-0.005945939841471951,-53.4363636364,3.95985388514999e-05,0.0013130732683222634,226.720794542,1.00835095007,5.0,4.16724358729,1.42725480701
55,-0.01783476378178919,127,-1000.0,-39.5230422634,-3.57897290142,-0.01678041903532094,-53.4181818182,8.436195208987948e-05,0.001834150345598931,227.366079737,1.00785934685,7.0,4.16521192327,1.42676715626
54,0.009222879340862286,128,0.0,0.486620057875,-75850.2777742,0.009691897931228108,0.796296296296,9.075388552470347e-05,0.0024266996186667576,1.04313682263,1.0073409996,4.0,4.16306973335,1.42625271882
55,-0.031514544238155556,129,-1000.0,-32.721224928,0.00120365800885,-0.030349085461535447,-53.7636363636,0.0002533572252126433,0.011699301493057944,227.282280526,1.00691675289,5.0,4.16131643568,1.4258314751
54,-0.00043422880770174266,130,0.0,0.598121764638,-22375163.4325,3.853143393918704e-06,0.888888888889,0.0002464412110812327,0.008617936034897024,1.42291649721,1.00640034884,6.0,4.15918227645,1.42531848679
54,-0.009391548973229014,131,0.0,0.671187725701,-1.24891645033,-0.009505528230977622,1.05555555556,0.00015360265925801702,0.0026665149124604163,1.56839935705,1.00593392697,6.0,4.15725468018,1.42485492377
54,0.015500749152584639,132,-1000.0,-13.8598429501,-0.000468856117964,0.015337172077907706,-17.4259259259,6.894630037919775e-05,0.002807977484135093,134.974565759,1.00547005201,7.0,4.15533760958,1.42439367882
54,-0.0036258883351638366,133,0.0,0.654890561865,-84.5652292069,-0.00345226901556985,1.01851851852,8.926742707308486e-05,0.004449713654726711,1.36748946425,1.0051211755,5.0,4.15389579669,1.42404664009
54,-0.0004400853265226775,134,-1000.0,-13.9667633598,-0.000291281090857,-0.0004972340742674113,-17.4074074074,4.538810971626973e-06,0.00213888004183475,134.978533069,1.00479040425,6.0,4.15252880796,1.42371749998
54,0.006285824575307414,135,-1000.0,-13.6809845165,0.0118114492785,0.00653869039863557,-16.7222222222,3.4501084915593485e-05,0.0036755253370005687,135.08494127,1.00448935571,9.0,4.15128465523,1.42341784182
54,0.00604182391238328,136,0.0,0.798679701691,-52.7462769209,0.006154594517599495,1.27777777778,5.866769447366165e-05,0.002621028255703997,1.77864562151,1.0042473785,9.0,4.15028462841,1.42317691705
54,0.006194425641237618,137,-1000.0,-13.803822389,-0.000390018417629,0.006498594554667917,-17.2962962963,0.0001231592738994378,0.003459842790666647,134.99514801,1.00405706928,5.0,4.14949813153,1.42298739477
56,-0.005148606248831811,138,-1000.0,-43.1711044127,0.0169843554693,-0.0045125323479195505,-52.8035714286,0.0002250295506164265,0.0014041402033435346,225.355862997,1.00391509872,5.0,4.14891140536,1.42284598787
55,-0.0027059853846534247,139,-1000.0,-23.9451970381,-1.92629654562,-0.0025254869746084143,-35.2909090909,7.769356704126528e-05,0.0007522197595943442,187.406381256,1.0037660421,6.0,4.1482953944,1.42269750152
54,-0.005622963372799896,140,0.0,0.862301075028,-5221.6252214,-0.0056405940938159885,1.51851851852,5.25611376020377e-05,0.0005030896617756386,1.80268052202,1.0036197028,7.0,4.14769061338,1.42255170065
54,-0.030373943446465348,141,0.0,1.00871032805,0.0490563076592,-0.03040177516350499,1.53703703704,4.155852543923172e-06,0.0003010158897171697,1.85305516461,1.00346132958,7.0,4.14703609942,1.42239388617
54,-0.018193820484261,142,0.0,0.999473112435,0.0590445947738,-0.018095758490198018,1.53703703704,8.775680363328233e-06,0.001391618292822032,2.11443857326,1.00317858953,9.0,4.14586761074,1.4221120817
54,-0.005553595008883834,143,-1000.0,-13.7229847314,-0.00967914409525,-0.005329123356532094,-17.3518518519,4.1789330506846455e-05,0.0008089346864320148,134.989184396,1.00284005952,11.0,4.14446855714,1.42177456737
54,-0.008647107873410659,144,-999.0,-6.63687420581,-0.00157998114297,-0.008505268245515,-17.3148148148,2.415982193900575e-05,0.0034841981276468904,134.855591361,1.00250963911,7.0,4.14310301834,1.42144502843
54,0.00029121948472555007,145,0.0,0.567906039211,-2531.93404359,0.00035778978703180443,0.907407407407,1.9390235809748422e-05,0.0021509904907775455,1.20598075223,1.00217177701,5.0,4.14170672505,1.42110795531
55,-0.007358664260356024,146,-1000.0,-37.7670959001,-0.000331171318742,-0.006650648033531437,-53.8181818182,0.00011520733454095392,0.015186809325752757,227.269250883,1.00186834774,6.0,4.14045273341,1.42080513776
54,-0.0071885844616621656,147,0.0,0.476664008788,-1026.51465684,-0.006928645775309598,0.796296296296,9.368268030634715e-05,0.01695470731398715,1.39283390344,1.00156323632,5.0,4.13919178987,1.42050054894
54,-0.030277947985297583,148,-1000.0,-16.1303227428,6.56803041257e-05,-0.029472993696267658,-17.2777777778,7.183732797961456e-05,0.010611059369584156,134.99827388,1.00125522136,8.0,4.13791884681,1.42019296744
54,0.002220696329373426,149,-997.0,-11.0487949995,-20.1479759676,0.0024595630388321485,-16.962962963,7.484451842989712e-05,0.020382286471326973,134.63833076,1.00084084621,9.0,4.13620634561,1.4197790261
54,-0.006565881991627279,150,-1000.0,-13.6296300677,-25.4296909953,-0.006616896752360328,-17.3333333333,5.372882140867985e-05,0.02124478533260457,134.990946198,1.00047829398,7.0,4.13470801464,1.41941671284
55,0.0054791166008039014,151,-1000.0,-27.4721047431,-0.297793351204,0.0058140449364405605,-35.0909090909,3.932077410473331e-05,0.01866161408826975,187.449413562,1.00011984962,8.0,4.13322666042,1.41905837565
54,-0.01180774417047274,152,0.0,0.875264535042,-3625.71424515,-0.011746079299731642,1.2962962963,5.197567450270532e-05,0.013074308738918333,1.58265634216,0.999823796663,6.0,4.13200315307,1.41876231434
54,-0.01033760658521173,153,0.0,0.855697825488,-0.0780425386021,-0.009816457209409029,1.24074074074,0.00016959484927263523,0.026936946295095666,1.77362555221,0.999501096247,6.0,4.13066951894,1.41843950496
54,-0.015668015065509626,154,-1000.0,-13.9055874918,-0.000768903127412,-0.01520581090797504,-17.7777777778,0.00012062059557249346,0.019594856271101288,134.926271591,0.999163312878,8.0,4.12927355102,1.41810149586
54,-0.009572122380066599,155,0.0,0.479489220455,-631.167299941,-0.009519790263236209,0.685185185185,9.959211272715788e-05,0.015616561671452225,1.13568504492,0.998786555863,5.0,4.12771651549,1.41772435225
54,-0.008269414437319985,156,0.0,0.617860488552,0.00502903408188,-0.008072250803422058,1.05555555556,8.770657156518773e-05,0.009249441746724634,1.70420685002,0.99840126204,8.0,4.12612419963,1.4173385159
54,0.0010614227993131049,157,0.0,0.523531735252,-0.129424753074,0.0027372633429227993,0.888888888889,0.0008156272522440267,0.027448426628943163,1.4487116456,0.998015011587,6.0,4.12452793027,1.41695157209
54,-0.012447722855165617,158,-996.0,-8.7438214151,-0.00236797932796,-0.010620996422424303,-17.4259259259,0.0012294679718864877,0.032638120085603496,134.428227009,0.997679466812,8.0,4.12314121386,1.41661530341
54,-0.020494539550182635,159,-1000.0,-21.4687083047,0.0279928956384,-0.021088689946969986,-35.8333333333,0.003988657617825117,0.048730248598949276,188.995468298,0.997325767114,5.0,4.12167946802,1.41626071817
54,-0.021954617144890234,160,-1000.0,-11.6174557607,0.0434959674036,-0.022334363349504803,-16.8888888889,0.0022165739822692324,0.029085543842644387,135.055361305,0.996906278956,8.0,4.11994583616,1.41584001671
54,-0.009343331099572747,161,0.0,0.644215799926,-7295.18702455,-0.008638406926848653,1.07407407407,0.002146539780350912,0.036898495254490876,1.66501976244,0.99642191509,7.0,4.11794409043,1.41535403164
56,0.02941145749112438,162,-1000.0,-42.0681681801,-0.000260218950776,0.029381352614016,-52.8214285714,0.0014906610079249982,0.041275897432037925,225.351242282,0.995943433205,4.0,4.11596665334,1.41487371622
56,0.023027672325801708,163,-1000.0,-41.6535556074,0.0313942608944,0.022936511913806683,-52.5357142857,0.0005201710407876446,0.03606465691943112,225.424913401,0.995655220951,12.0,4.11477554952,1.41458428818
54,0.004402892568737154,164,-1000.0,-13.9649180731,-0.796252999961,0.00441982283738828,-17.537037037,0.0003775263160079859,0.020738438618178378,134.962095222,0.995505897102,7.0,4.11415843417,1.41443430147
56,0.014008589758274348,165,-1000.0,-40.8137732687,0.0172589434626,0.014182723284799107,-52.3928571429,8.622230460884203e-05,0.002708388594113494,225.460138904,0.995392326503,11.0,4.11368907739,1.41432021166
54,0.006133432951504541,166,0.0,0.680695441561,-505.500817655,0.006077829529534345,1.05555555556,6.244702325992608e-05,0.0020130670403542073,1.54460430827,0.995358169692,7.0,4.11354791647,1.41428589615
57,0.01695284792646576,167,-1000.0,-68.3137800777,-0.000299759785783,0.018346959283384725,-86.5614035088,0.00040915180292228336,0.006244541774076672,283.252166963,0.995356661929,10.0,4.11354168529,1.41428438135
54,0.006687662097367917,168,-1000.0,-13.3988973669,-0.15893126978,0.007881502753470068,-17.462962963,0.0006068339052557073,0.013293486797755147,134.974855404,0.995443888858,10.0,4.11390217076,1.41437201136
54,-0.00804313337367242,169,-1000.0,-22.1179813176,0.000942901302492,-0.0072612321846661975,-35.7037037037,0.0007818167995590321,0.024436595807707035,189.124653154,0.99556078096,10.0,4.11438525441,1.41448943157
54,-0.015032195387779952,170,-1000.0,-8.38909057951,-4.68448122758,-0.014489406964934528,-17.0925925926,0.0006329315899102179,0.02289471301900177,135.025411671,0.995631027219,7.0,4.11467556332,1.41455998857
54,0.004553992001479931,171,-1000.0,-13.9490573791,-4.19340947961,0.0052110978919617445,-17.2962962963,0.0005864194889672573,0.01949859226111924,135.000223543,0.995623873946,9.0,4.11464600077,1.41455280388
55,-0.002718390478581946,172,-1000.0,-22.635997895,0.0057808929999,-0.0021678823644553907,-34.8909090909,0.00041916199161640686,0.01289673925843893,187.388529068,0.995642839573,5.0,4.11472438061,1.41457185269
54,-0.0008627224090381452,173,0.0,0.611319757935,-4518.15413471,-0.0003626246684292162,0.87037037037,0.0004240211967693776,0.011008441878155117,1.41481966259,0.995649353165,5.0,4.11475129954,1.41457839477
56,0.0030128865548585135,174,-1000.0,-41.1523249386,-0.000400412255234,0.005415316597393589,-52.25,0.0008646492962292523,0.013547617698438364,225.491308828,0.995653453565,9.0,4.11476824539,1.41458251307
55,-0.016796515462255274,175,-1000.0,-23.664141573,-1.72462304794,-0.017220079104476257,-35.6,0.0004956261265282744,0.00582938996782188,187.247099747,0.995683817632,4.0,4.11489373192,1.41461300923
54,0.005996209188184294,176,-999.0,-7.20280316742,-18.733891945,0.0065418282494119,-17.6296296296,0.0004225986000780451,0.003457902319628683,134.809645811,0.995626311682,7.0,4.11465607528,1.41455525233
54,-0.003854491101688456,177,-1000.0,-7.66346711941,-8.9838024326,-0.0036792337342891166,-17.7592592593,0.00036931638266846984,0.0021675057686810586,134.927131937,0.995606739497,5.0,4.11457518869,1.41453559397
54,0.000833039188766501,178,0.0,0.459360649698,-16854.7824195,0.0014218967386592282,0.685185185185,0.00047659462168652235,0.002691076410367938,1.11926023972,0.995570839149,4.0,4.1144268222,1.41449953456
54,-0.008177929679314206,179,-1000.0,-7.5931997949,1.04340992826e-05,-0.00850307517474882,-17.7222222222,0.0002574242148979347,0.0033762825856640533,134.932276108,0.995545499161,5.0,4.11432209884,1.41447408152
54,0.01427340620306591,180,0.0,0.639305438099,-86799.5586077,0.014706367264338152,0.962962962963,0.0002862140033450363,0.002646165346733802,1.47777313654,0.99548026719,6.0,4.11405251263,1.41440855552
54,-0.0126224058471069,181,-1000.0,-7.79396907706,-0.000938476412063,-0.012591769461620907,-17.9259259259,0.00013192733646651022,0.002519771144355385,134.901864448,0.995494859133,4.0,4.11411281721,1.41442321361
54,-0.014571882992177395,182,-998.0,-8.84026828605,-15.5540899367,-0.014535794171629663,-17.8148148148,6.194936918755927e-05,0.0028209039313567223,134.64315995,0.995445073667,5.0,4.11390706725,1.41437320159
54,-0.017177150014245687,183,-1000.0,-8.42908307235,-0.685209833422,-0.01714331897237499,-17.9259259259,2.2418810093931214e-05,0.0024911411953859207,134.904060814,0.99532745311,6.0,4.11342097309,1.41425503584
56,-0.027904116691215272,184,-1000.0,-49.2415173416,-0.318745750254,-0.026856227528215083,-71.0535714286,0.00021383433482662708,0.01627567113230176,257.645064523,0.995135671571,4.0,4.11262839151,1.41406233542
55,0.004303715794588478,185,-1000.0,-25.4942689167,-92.4508959512,0.004562274878587821,-35.4363636364,0.00023273633835067586,0.014652900824709013,187.38174585,0.99482939022,9.0,4.11136261297,1.41375450956
54,-0.017969918914566306,186,-1000.0,-15.5228916789,-36.9882533542,-0.017472810274079917,-17.6481481481,0.0003073306659831587,0.01760587128342956,134.944180148,0.994575887571,6.0,4.11031495462,1.41349965687
54,0.006052406584970546,187,-1000.0,-11.4852601047,-1.61121104216,0.006702878149273119,-17.9259259259,0.0004944424610217187,0.03215066362908632,134.902688089,0.994260122839,5.0,4.10900998381,1.41318211964
55,-0.016284831252940304,188,-1000.0,-23.9859338244,-0.493133546426,-0.014735103680254678,-35.3636363636,0.001055025037932959,0.05393710327358227,187.397619432,0.994008932876,10.0,4.10797188317,1.41292944764
55,-0.00440134333481546,189,-1000.0,-21.6076841816,-2.87529137915,-0.004507827052446665,-35.3818181818,0.0007193596473264789,0.043668524139597514,187.194647448,0.993708573286,6.0,4.10673057768,1.41262723206
54,0.010762719334938269,190,0.0,0.450072381893,-841156.894809,0.011219186649406302,0.703703703704,0.000388575593289317,0.02961659611288957,1.42243439775,0.993414875594,8.0,4.10551680402,1.41233163121
54,-0.01346041327931527,191,-1000.0,-21.3504702095,-0.00315348083468,-0.011815666030652856,-36.2777777778,0.001286201189309083,0.06547903109759048,189.005919628,0.993206720471,6.0,4.10465655481,1.41212207432
54,-0.007884190893664536,192,0.0,0.653953205443,-16634.3407279,-0.0052624311815716186,0.944444444444,0.0018186117088773177,0.08407435578171599,2.19778227165,0.992959352818,11.0,4.10363425076,1.41187298371
54,-0.01587803150758332,193,0.0,0.858596830409,0.0353023041609,-0.013106956051218754,1.40740740741,0.0073280622798498835,0.12663586323252882,1.66130825867,0.992709521872,6.0,4.10260176658,1.41162134967
54,-0.023523947963491214,194,-1000.0,-11.3237521488,-0.000319385674695,-0.01954483888872143,-16.9814814815,0.02979530462512129,0.1324847069400209,135.036413572,0.992417882484,6.0,4.10139649933,1.41132752531
57,0.011665474635478392,195,-1000.0,-54.5599619234,-0.0388033226344,0.02009909795466891,-68.7543859649,0.016751372256435776,0.10412910294040217,255.7015311,0.992056360277,6.0,4.09990242517,1.41096317469
54,-0.006916399415592844,196,0.0,0.780221211682,-673.977227527,-0.004510901791072606,1.35185185185,0.018789695748068533,0.11181477387241656,1.58881982065,0.991833034065,6.0,4.09897947794,1.41073803491
55,0.0021835533329600866,197,-1000.0,-28.0364463114,-0.000389372505955,0.004617740223529219,-35.2,0.0080008957711462,0.12117425761863257,187.424011269,0.99160862683,5.0,4.09805206312,1.41051175425
54,0.013056850319907824,198,0.0,1.07535302755,-112.305546252,0.013769935910052749,1.66666666667,0.003478007843129213,0.12364880504932942,2.32538328183,0.991429694004,9.0,4.09731258182,1.41033129095
54,-0.025241448837552985,199,0.0,0.648803935629,0.0058830920981,-0.02635909260744488,1.09259259259,0.0013908804258947686,0.11028508161133872,1.84860827049,0.991338690013,10.0,4.09693648677,1.41023949607
